CityId,X,Y
0,316.836739061509,2202.34070733524
1,4377.40597216624,336.602082171235
2,3454.15819771172,2820.05301124811
3,4688.09929763477,2935.89805580997
4,1010.69695174829,3236.75098902635
5,2474.23087705802,1435.51465103355
6,1029.27779539904,2721.80095181828
7,3408.8876850978,199.585793110095
8,1304.00612486516,2657.4272464147
9,4211.52572520278,2294.59520756053
10,297.575457744177,1952.54848604431
11,2052.11650024281,578.293526079925
12,2645.07717644239,2717.83877166413
13,965.611152018858,1067.73428090237
14,454.988722651848,1217.67099258848
15,3369.34492707069,1504.60374044762
16,4944.05945305232,2326.33818945225
17,4313.20756342998,2800.43842336279
18,2352.74364731271,2489.9395290843
19,3033.17960713895,515.217613072276
20,3421.86596559975,1597.52698458016
21,4326.66757075559,1607.37870736057
22,1383.88449368245,3167.74721022932
23,3633.8157277756,2889.99516742742
24,3694.08227949049,734.949756639724
25,4646.26699849733,2884.58921856758
26,4587.09486890759,713.341440806105
27,4310.14227481823,3267.64652774911
28,2781.42032039419,3315.1681322408
29,793.107933070054,1250.69790683286
30,2096.37798927476,30.5978946723449
31,4784.96940858008,2161.9786352109
32,4770.63392741088,2468.55460799017
33,4841.0564197797,2829.18659357015
34,795.240768406352,2996.28193820442
35,3304.12163927154,26.3903305072922
36,2698.10714285714,1635.41369458499
37,2681.19346294378,888.759215029738
38,2691.87882046871,1698.43748725319
39,1765.70445289268,2043.83034015904
40,3110.04218056469,1612.56209302348
41,2856.64518384702,1601.13448201198
42,3025.16681425262,349.731944746821
43,4365.67242174725,2009.38783950011
44,2786.7267397884,1374.79135235153
45,2744.0749589069,65.2390862452603
46,75.1258216861128,3116.36326758552
47,4065.57652338884,1828.01338689007
48,3103.21867349923,2181.82781969239
49,4798.7430137399,2070.47767378303
50,5097.59358928402,2123.33802818142
